judul,perusahaan,deskripsi,label
administration assistant trainee,pt ciliandra perkasa,gambar umum kerja administration assistant trainee aat program rancang siap calon asisten administrasi antusias bakat gabung usaha peran penting dukung administrasi kebun jadi baik kualifikasi  didik s1 d4 d3 jurus ekonomi tani agribisnis ekonomi akuntansi manajemen disiplin ilmu kait kuasa program microsoft office word excel power point baik teliti cekat milik jiwa leadership komunikasi baik milik mampu kerja tim adaptasi lingkung kerja baik sedia ikut training lama 6 bulan sedia tempat sesuai lokasi operasional usaha sumatera kalimantan,asli
customer order management,pt adidas indonesia,purpose mission provide order management and support to the sales team with the objective of achieving organizations sales profit targets and meeting team objectives function provide operational support for customer related functions on ordering tool coordinate and ensure the system is all setup prior to the trade show to submit accurately customer pre-orders in the system to submit clearance orders in the system to process and send out the order confirmations to collect reactively re-orders for customers to adjust order book accordingly if there is a demand the customer to proceed customer order confirmation to communicate cross-functional between department to manage the return request from customer professional background experiences minimum 2 year of experiences in order management inventory management and customer service preferably in apparel fashion fw or fmcg retail industries degree or diploma in logistics management sap and excel is a must,asli
production logistic operator,pt glovis indonesia international,tanggung jawab - laku packing barang - antar barang gudang line produksi - pasti kualitas barang kirim line produksi - laku validasi part sesuai list - susun laku tata sesuai prosedur simpan sesuai standar laku gudang - mampu investigasi barang hilang kurang rusak - perhati 5s area - jalan safety baik - laku kaizen syarat - minimum didik sma derajat - komunikasi baik - jujur teliti disiplin orientasi target - kerja bawah tekan - sedia kerja shifting kerja daerah cikarang,asli
customer order management,pt adidas indonesia,purpose mission provide order management and support to the sales team with the objective of achieving organizations sales profit targets and meeting team objectives function provide operational support for customer related functions on ordering tool coordinate and ensure the system is all setup prior to the trade show to submit accurately customer pre-orders in the system to submit clearance orders in the system to process and send out the order confirmations to collect reactively re-orders for customers to adjust order book accordingly if there is a demand the customer to proceed customer order confirmation to communicate cross-functional between department to manage the return request from customer professional background experiences minimum 2 year of experiences in order management inventory management and customer service preferably in apparel fashion fw or fmcg retail industries degree or diploma in logistics management sap and excel is a must,asli
admin purchasing fb,cv miyou yogurt indonesia,deskripsi kerja tanggung jawab atas sedia stok barang kelola dokumen administratif kelola mesan kirim barang awal hingga akhir buat rekap stok jalan pasti barang terima kirim kendala kualifikasi mampu kelola sedia efisien masuk rencana ada pantau stok pasti sedia barang sesuai minta milik mampu administratif kuat masuk kelola dokumen pantau pesan komunikasi pasok efektif mampu komunikasi bagai pihak masuk pasok anggota tim internal departemen kait lain pasti lancar proses beli milik paham baik anggar biaya operasional mampu kelola beli sesuai batas anggar tetap milik terampil guna perangkat lunak platform teknologi guna manajemen beli ada perangkat lunak erp enterprise resource planning sistem manajemen sedia mampu kerja teliti milik teliti tinggi laku tugas administratif kerja mandiri maupun tim utama alam belum posisi administratif beli ada industri fb wfo kalideres jakarta barat,asli
admin after sales,pt win access telecommunication,kualifikasi  didik d3 s1 mahir guna microsoft excel mampu kelola data filling data rapih milik interpersonal skill baik gabung cepat mampu kerja bawah tekan tempat head office vivo area c pantai indah kapuk jakarta utara tanggung jawab manajemen feedback koordinasi masalah seluruh service center koordinasi laku kontrol arus uang tagih service center laku kontrol evaluasi kualitas layan bersih nyaman seluruh service center laku kerja lain kait maintainance kualitas service center sesuai arah atas,asli
crew store seasonal,trans retail group,sempat cari sosok energik orientasi layan langgan gabung crew store seasonal trans retail group jakarta peran ini jadi bagi tim dukung alam belanja luar biasa langgan kami posisi tawar jadwal kerja paruh waktu fleksibel beri sempat kembang terampil ritel harga tanggung jawab utama sambut bantu langgan ramah penuh semangat pasti rasa harga layan baik pasti toko selalu bersih rapi tarik prioritas alam belanja langgan jaga stok produk tata rapi organisir bantu isi ulang tata barang dagang jawab tanya langgan cepat akurat beri informasi produk relevan proses bayar langgan efisien profesional partisipasi giat toko lain perlu dukung operasi hari terampil kualifikasi butuh mampu komunikasi baik orientasi layan langgan luar biasa milik etos kerja kuat energik fleksibel adaptasi ubah paham dasar ritel alam lingkung toko ecer mampu kerja individu maupun tim tahu dasar operasi mesin kasir sistem inventaris buka sumatera jawa bal kalimantan nusa tenggara trans retail group main utama industri ritel indonesia jaring toko nama sebar seluruh negeri salah satu usaha ritel muka komitmen beri alam belanja tak lupa langgan kami harga agam cipta lingkung kerja inklusif beri sempat tara semua orang tarik jadi bagi tim kami lamar sekarang gabung jalan tuju sukses lebih besar,asli
purchasing staff,pt chateraise gobel indonesia,requirement  age 24 - 28 years education min diploma degree and bachelor degree all majors have a minimum of 1-3 years experience as a procurement related to the procurement of goods and services fluent in english listening writing and reading mastering ms office programs word excel etc v-lookup and pivotable power point job description  make purchase calculations for operational needs based on store head office needs with applicable provisions compare prices specifications and other costs to see if they are in accordance with the budget and store needs with applicable regulations make purchases of main equipment assets with a long lifespan based on store needs with applicable provisions calculate the costs paid related to the purchase determine the etd eta schedule according to store needs negotiation regarding prices based on budget and verifying specifications requested by the user or requestor make reports on all purchases related to store and head office operational needs make a purchase list and outstanding payment data every month documenting in the company asset book or pt chateraise gobel indonesia company asset data file,asli
administration,pt kb valbury sekuritas,kb valbury sekuritas  a leading financial services firm under kb financial group specializes in brokerage investment banking and capital market advisory with a commitment to growth the company is expanding its operations and enhancing its services to better serve clients across indonesia as part of this growth kb valbury sekuritas is actively seeking talented individuals to join its dynamic teams and contribute to its mission we have several exciting positions available across various functions admin sales in house responsibilities administration process of head office division responsible to input new clients data verification process of new clients data compile every documents related with clients data information and transaction properly qualifications required poses bachelor degree from related business have working experience as an administrator minimum 1 year have an excellent communication and interpersonal skills able to work neatly and well organized especially related with the team data management,asli
beauty advisor medan,pt cantik alami indonesia,tanggungjawab kerja layan langgan beri konsultasi rekomendasi produk jelas kait manfaat guna cara pakai produk pasti jaga area toko selalu rapih bersih laku stock opname hari bulan beri layan basic facial treatment customer bantu store leader kelola inventaris produk syarat tampil profesional didik minimal smu derajat alam jaga toko skincare  jual beauty products sedia ikut jam kerja shifting siap lembur ramah jujur tanggung jawab paham knowledge basic skincare bisa target jual sedia kerja hari weekend tanggal merah gabung cepat tempat mall centre point medan,asli
e-commerce marketing specialist,oma elly kitchen,about the role as an e-commerce marketing specialist at oma elly you will be responsible for driving the companys online marketing efforts and optimising the digital customer experience you will play a crucial role in expanding the brands reach and increasing sales through innovative digital strategies we need someone whos eloquent and sociable person up-to-date with the latest e-commerce trends a deep understanding of e-commerce metrics able to creatively formulate a working action plan involving e-commerce promotions and campaigns what youll be doing develop and execute compelling digital marketing campaigns across various channels analyse website data and customer behaviour to identify opportunities for improvement and optimise the e-commerce customer journey collaborate with the creative and content teams to produce engaging on-brand digital assets monitor and report on the performance of marketing campaigns making data-driven recommendations to enhance their effectiveness stay up-to-date with industry trends and best practices in e-commerce marketing to ensure the companys digital presence remains competitive support the planning and implementation of new e-commerce initiatives and features p s fresh graduates are more than welcome,asli
legal corporate secretary supervisor,pt blue bird tbk,job desc  - drafting and reviewing all types of agreements whether standardized or non-standardized to support the companys routine operational activities including preparing memorandums powers of attorney and other legal instruments required for contract execution - preparing board of directors board of commissioners meeting resolutions extraordinary annual general meeting of shareholders gms documents circular resolutions of shareholders amendments to the articles of association changes in directors or board of commissioners members and other necessary documents - maintaining good communication with the companys stakeholders regarding the drafting of deeds and agreements required by the company - conducting legal research and preparing legal memorandums which may include summaries legal due diligence or other analyses based on the companys needs - organizing and maintaining the filing of documents within the legal corporate secretary department - performing other tasks as required by the company requirements  - bachelors degree in law - minimum 1-3 years of work experience in a relevant field related to the required job responsibilities - experience in contract drafting legal drafting and litigation if necessary - strong communication and negotiation skills - detail-oriented and meticulous,asli
customer order management,pt adidas indonesia,purpose mission provide order management and support to the sales team with the objective of achieving organizations sales profit targets and meeting team objectives function provide operational support for customer related functions on ordering tool coordinate and ensure the system is all setup prior to the trade show to submit accurately customer pre-orders in the system to submit clearance orders in the system to process and send out the order confirmations to collect reactively re-orders for customers to adjust order book accordingly if there is a demand the customer to proceed customer order confirmation to communicate cross-functional between department to manage the return request from customer professional background experiences minimum 2 year of experiences in order management inventory management and customer service preferably in apparel fashion fw or fmcg retail industries degree or diploma in logistics management sap and excel is a must,asli
admin warehouse inventory,pt jaya sama saputra perkasa,peran sedang cari orang admin warehouse inventory alam gabung tim pt jaya sama saputra perkasa tangerang banten admin warehouse inventory main peran penting pasti kelola gudang inventaris efisien dukung operasi logistik usaha lancar tanggung jawab utama laku catat pantau stok barang gudang akurat tepat waktu koordinasi terima simpan kirim barang gudang bantu laksana inventarisasi kala pasti akurat data sedia atur pelihara sistem simpan gudang organisir siap lapor stok inventaris kala manajemen identifikasi lapor masalah simpang kait kelola gudang pasti patuh prosedur bijak manajemen gudang kualifikasi alam milik alam minimal 2 tahun peran administrasi gudang manajemen inventaris milik paham baik prosedur praktik baik manajemen gudang terampil guna sistem manajemen gudang aplikasi microsoft office milik mampu analitis kuat identifikasi selesai masalah teliti tanggung jawab mampu kerja tim maupun mandiri siap kerja lingkung cepat ubah fleksibel manfaat kerja sama paket kompensasi kompetitif masuk gaji pokok tunjang bonus kerja asuransi sehat komprehensif karyawan keluarga sempat kembang karier latih lanjut lingkung kerja dinamis dukung budaya kolaboratif fasilitas kantor modern nyaman usaha pt jaya sama saputra perkasa usaha manufaktur logistik muka indonesia dedikasi sedia solusi logistik andal efisien langgan diri tahun 2003 kembang jadi salah satu main utama industri ini reputasi kuat sedia layan gudang transportasi distribusi kualitas tinggi komitmen cipta lingkung kerja inklusif dukung mana karyawan kembang capai potensi penuh mereka tarik gabung lamar sekarang,asli
customer order management,pt adidas indonesia,purpose mission provide order management and support to the sales team with the objective of achieving organizations sales profit targets and meeting team objectives function provide operational support for customer related functions on ordering tool coordinate and ensure the system is all setup prior to the trade show to submit accurately customer pre-orders in the system to submit clearance orders in the system to process and send out the order confirmations to collect reactively re-orders for customers to adjust order book accordingly if there is a demand the customer to proceed customer order confirmation to communicate cross-functional between department to manage the return request from customer professional background experiences minimum 2 year of experiences in order management inventory management and customer service preferably in apparel fashion fw or fmcg retail industries degree or diploma in logistics management sap and excel is a must,asli
hrga executive,pt cahaya pundimas indonusa,requirement didik min s1 management psikologi gpa min 3 0 paham ikut kembang atur undang kait hrga paham iso 9001 2015 jujur logis kreatif inisiatif tinggi kerja mandiri instruksi minimal komunikasi baik jelas segala jelas sedia kerja hari sabtu tempat kerja bandeng jakarta pusat bahasa mandarin jadi nilai tambah job desc kerja kerja kait hrga laku proses rekrutment  screening interview psikotest hiring bawah janitor resepsionis selesai masalah jadi antar karyawan departemen hubung pihak tiga komunikasi bekerjasama tiap departemen bila perlu rekap absensi cuti beli lapor atk rt bpjs sehat bpjs ketenagakerjaan payroll rekap gaji hitung lembur bonus tangan kait asuransi kendara gedung kantor maintain atur jadwal service mesin fotocopy ac butuh gedung cari vendor baru kala komunikasi vendor ada join asap,asli
it support,pt graha karya informasi,tanggung jawab laku baik awat perangkat keras pc laptop server mampu ganti komponen ram ssd motherboard power supply dll diagnosis atas masalah hardware jaring  instalasi konfigurasi sistem operasi software dukung  laku pelihara monitoring jaring komputer  kelola pasti perangkat it jalan optimal kualifikasi minimal d3 s1 teknik informatika sistem informasi bidang kait  alam kerja minimal 1-3 tahun bidang it support it engineer teknisi hardware paham mampu tangan perangkat keras komputer pc laptop server familiar troubleshooting hardware jaring  mampu ganti rakit komponen hardware  milik paham dasar konfigurasi jaring lan wifi router switch dll  paham sistem operasi windows linux nilai tambah milik terampil analitis pecah masalah baik mampu kerja mandiri maupun tim,asli
admin after sales,pt win access telecommunication,kualifikasi  didik d3 s1 mahir guna microsoft excel mampu kelola data filling data rapih milik interpersonal skill baik gabung cepat mampu kerja bawah tekan tempat head office vivo area c pantai indah kapuk jakarta utara tanggung jawab manajemen feedback koordinasi masalah seluruh service center koordinasi laku kontrol arus uang tagih service center laku kontrol evaluasi kualitas layan bersih nyaman seluruh service center laku kerja lain kait maintainance kualitas service center sesuai arah atas,asli
cook helper,pt bari pangan sama,sempat pt bari pangan sama buah usaha gerak bidang fb butuh orang cook helper gabung tim daerah panglima polim jakarta selatan cook helper peran penting siap hidang lezat kualitas tanggung jawab bantu chef olah siap bahan makan laku potong iris olah bahan makan sesuai standar usaha pasti bersih aman dapur lama proses siap makan bantu saji makan tarik appetizing patuh prosedur standar selamat kerja laku syarat alam belum cook helper posisi rupa minimal 1 tahun milik paham baik teknik olah makan saji milik mampu kerja tim adaptasi cepat teliti cermat perhati bersih aman dapur semangat ajar terus kembang terampil kuliner manfaat gaji kompetitif tunjang tarik sempat kembang karir industri kuliner hospitality lingkung kerja dinamis dukung ajar latih kembang terampil kala tarik peran penuh syarat sebut sila lamar sekarang,asli
admin teknik project,pt cakratek buana amerta,kualifikasi w a n i t a usia maksimal 35 tahun didik d3 s1 teknik sipil accounting manajemen uang alam bidang sama jadi nilai plus alam kerja bidang kontraktor jadi nilai plus laku cost control rab project guna material laku monitoring update analisa time schedule project kurva s guna ms project autocad guna microsoft office spreadsheet jujur ulet teliti sedia tempat karawang tanggung jawab siap mengupdate arsip dokumen proyek monitoring schedule progres proyek buat aju butuh material buat purchase order do butuh proyek buat aju operasional mandor proyek kontrol input progress volume guna material proyek check input opname minggu cost control proyek finance project buat berita acara eksternal control status progress bast laku koordinasi project manager pasti laksana kerja sesuai rencana standart mutu,asli
customer service hospitality - bal,teleperformance,job description we are seeking a customer-oriented service representative to act as a liaison provide product services information and resolve any emerging problems that our customers might face with accuracy and efficiency the target is to ensure excellent service standards respond efficiently to customer inquiries and maintain high customer satisfaction responsibilities manage incoming customer inquiries via call and email for reservation identify and assess customers needs to achieve satisfaction build sustainable relationships and trust with customer accounts through open and interactive communication provide accurate valid and complete information by using the right methods tools handle customer complaints provide appropriate solutions and alternatives within the time limits follow up to ensure resolution keep records of customer interactions process customer accounts and file documents follow communication procedures guidelines and policies requirements proven customer support experience experience as a client service representative or fresh graduated welcome to applied experience in travel consultant - frontliner - hospitality customer orientation and ability to adapt respond to different types of characters excellent communication and presentation skills in english ability to multi-task prioritize and manage time effectively high school diploma or equivalent college degree preferred proficient in microsoft office and crm software e g salesforce ability to work in a team environment benefits competitive salary fun office career path and diversity environment other benefit we cover the flight ticket to bal and provide one month of boarding house accommodation for candidates coming from outside bal,asli
admin assistant,zwsoft co ltd,admin hr event duties coordinate with china hq it finance hr marketing keep records handle reports expenses assist manager on adhoc tasks compile performance data help sales with orders certs screen candidates arrange interviews solve staff issues organize trips training meetings onboard new hires introduce regulations manage equipment stock marketing communications oversee company exhibitions and offline events liaise with external suppliers printing contractors gifts qualifications 1 1 - 3 years of work experience or a fresh graduate with a bachelors degree 2 ability to make cold calls 3 proficient in english mandarin and indonesian both spoken and written 4 experience in a diverse international environment is a plus 5 proficient in ms office applications 6 strong communication and presentation skills both on the phone and in person english version resume is required on the application,asli
e-commerce marketing specialist,oma elly kitchen,about the role as an e-commerce marketing specialist at oma elly you will be responsible for driving the companys online marketing efforts and optimising the digital customer experience you will play a crucial role in expanding the brands reach and increasing sales through innovative digital strategies we need someone whos eloquent and sociable person up-to-date with the latest e-commerce trends a deep understanding of e-commerce metrics able to creatively formulate a working action plan involving e-commerce promotions and campaigns what youll be doing develop and execute compelling digital marketing campaigns across various channels analyse website data and customer behaviour to identify opportunities for improvement and optimise the e-commerce customer journey collaborate with the creative and content teams to produce engaging on-brand digital assets monitor and report on the performance of marketing campaigns making data-driven recommendations to enhance their effectiveness stay up-to-date with industry trends and best practices in e-commerce marketing to ensure the companys digital presence remains competitive support the planning and implementation of new e-commerce initiatives and features p s fresh graduates are more than welcome,asli
smelter - warehouseman,pt amman mineral nusa tenggara,responsibility receive incoming materials including unpacking sorting checking and locating items into the warehouse for storage picking and issuing materials as requested by users including re-packing items and delivery on site as required locate and store materials in warehouse racking binning and yard locations carries out bin maintenance and stock control checks ensures warehouse security and maintains work area loading and unloading of goods and materials using materials handling equipment the duties and responsibilities listed above are representative of the nature and level of work assigned and are not necessarily all-inclusive other duties as assigned requirement appropriate license for equipment expertise basic computer skills preferably with experience in ms office and ellipse applications good communication skill both indonesia and english,asli
corporate secretary staff,pt tokio marine life insurance indonesia,responsibilities prepare bod boc and shareholders meeting minutes of meeting and or resolutions change of articles of association composition of board members and all necessary notarial and regulatory reporting documentations keep tracks on committee under bod boc and its compliance to internal and external rules arrange ojk fit and proper test to nominated board members ensure company governance complies with gcg policy and prevailing regulations assisting in preparing all regulatory reports and or regional reports in relation to gcg maintain companys licenses improve and maintain stakeholder relationship with association prepare and review agreement and legal opinion to users as necessary participate in any companys projects including corporate actions that require corporate secretary assistance requirement bachelor degree in law preferable master degree of law or notarial minimum have 2 years of experience in similar position or 1 year in notary office good interpersonal skills and team work good communication skills in indonesian and english verbal and written computer literate microsoft office,asli
purchasing admin,iklan anonim,purchasing admin tanggung jawab utama kelola beli supplier hubung jalin kerja sama supplier pasti sedia bahan baku pantau harga promo diskon supplier informasi tim kait laku negosiasi harga pasti beli sesuai standar kualitas usaha proses purchase order po pasti barang terima sesuai pesan jumlah kualitas harga manajemen stok inventaris pantau baru data stok bahan baku kerja sama tim gudang pasti simpan barang kondisi baik susun lapor ada barang kala perlu internal administrasi dokumentasi kelola transaksi beli cocok faktur pasti akurat invoice supplier koordinasi tim uang pasti bayar supplier tepat waktu simpan kelola database supplier dokumentasi beli organisir kualifikasi didik minimal d3 s1 bidang administrasi manajemen jenis alam minimal 1-2 tahun bidang purchasing mahir guna microsoft excel google sheet sistem inventaris teliti milik terampil negosiasi mampu kerja detail sistematis komunikatif mampu koordinasi bagai pihak supplier tim sales uang,asli
operator welder las,pt basic international sumatera,tugas tanggung jawab  proses kelas  laku proses kelas bagai metode sesuai standar tetap pasti kelas laku presisi kualitas sesuai spesifikasi teknis ada atur parameter mesin las arus tegang cepat kelas pasti hasil optimal siap atur material  siap bahan material perlu kelas masuk pilih jenis kawat las elektroda alat lain pasti kondisi material misal besi baja alumunium siap proses kelas periksa bersih halus muka pelihara alat  rawat pelihara alat las mesin las elektroda alat dukung lain tetap kondisi baik aman guna laku periksa rutin alat las cegah rusa celaka kerja kece kendali kualitas  laku kece kualitas hasil las sambung las sesuai standar usaha spesifikasi klien laku baik temu rusa kurang hasil las aman selamat kerja  pasti area kerja bebas bahan sebab bahaya bakar celaka kerja ikut prosedur selamat kerja laku usaha dokumentasi lapor  buat lapor hari kena progres kerja material guna masalah teknis hadap lama proses kelas catat hasil periksa kualitas awat alat laku kerja sama tim  kerja sama rekan kerja sampai informasi masalah kait kelas perlu atas supervisor bagi kait tingkat terampil  terus tingkat terampil kelas ikut latih sertifikasi relevan ajar teknologi baru teknik kelas tingkat kualitas efisiensi kerja kualifikasi  didik minimal smk teknik mesin teknik las relevan alam minimal 1-2 tahun bidang kelas milik mampu baca gambar teknik ikut instruksi baik mampu operasi bagai jenis mesin las paham standar selamat kerja mampu aplikasi lapang milik sertifikat las jadi nilai tambah terampil perlu  mampu teknis kelas teliti cermat kerja mampu kerja bawah tekan penuh deadline produksi mampu komunikasi baik kerja tim,asli
beauty advisor medan,pt cantik alami indonesia,tanggungjawab kerja layan langgan beri konsultasi rekomendasi produk jelas kait manfaat guna cara pakai produk pasti jaga area toko selalu rapih bersih laku stock opname hari bulan beri layan basic facial treatment customer bantu store leader kelola inventaris produk syarat tampil profesional didik minimal smu derajat alam jaga toko skincare  jual beauty products sedia ikut jam kerja shifting siap lembur ramah jujur tanggung jawab paham knowledge basic skincare bisa target jual sedia kerja hari weekend tanggal merah gabung cepat tempat mall centre point medan,asli
smelter - warehouseman,pt amman mineral nusa tenggara,responsibility receive incoming materials including unpacking sorting checking and locating items into the warehouse for storage picking and issuing materials as requested by users including re-packing items and delivery on site as required locate and store materials in warehouse racking binning and yard locations carries out bin maintenance and stock control checks ensures warehouse security and maintains work area loading and unloading of goods and materials using materials handling equipment the duties and responsibilities listed above are representative of the nature and level of work assigned and are not necessarily all-inclusive other duties as assigned requirement appropriate license for equipment expertise basic computer skills preferably with experience in ms office and ellipse applications good communication skill both indonesia and english,asli
warehouse head,p t banteng pratama rubber,awas seluruh giat operasional gudang mulai terima simpan hingga keluar barang pasti patuh sop laku koordinasi antar tim departemen perlu lancar proses pantau timeline trucking ecek timeline kirim terima barang pantau jadwal trucking tanggung jawab validasi input data sistem wh jaga akurat data inventaris pasti semua transaksi catat benar pasti seluruh giat jalan sesuai standar operasional prosedur sop laku laku evaluasi rutin tingkat efisiensi operasional susun lapor operasional kala cakup status stok progres kirim kendala hadap lapor sampai manajemen bahan evaluasi ambil putus kualifikasi didik d3 s1 bidang logistik supply chain jurus jenis alam 3 tahun kepala gudang utama alam guna wms sistem manajemen inventaris lain alam pimpin tim operasional gudang mampu komunikasi efektif baik internal maupun eksternal teliti periksa dokumen data disiplin jalan prosedur operasional tetap,asli
hr payroll staff,pt catur elang perkasa,didik minimal d3 jurus akuntansi milik alam bidang hr payroll cb min 1 tahun milik mampu ms excel spreadsheet level intermediate mampu buat dokumen jobdesc milik tahu kait bpjs sehat bpjs ketenagakerjaan milik paham kait uu ketenagakerjaan mampu elo data pph21 teliti integritas tinggi pernah milik riwayat catat kriminal tempat pondok labu jakarta selatan,asli
modern trade marketing administration,breylee lanbena,job description assist in the execution of trade marketing campaigns and promotional activities for modern trade channels maintain and update trade marketing databases reports and documentation coordinate with internal teams sales marketing finance supply chain to ensure smooth execution of trade programs collect and compile sales performance data from modern trade accounts prepare and analyze reports on promotions sales trends and competitor activities monitor and track the effectiveness of trade marketing initiatives ensure the availability and distribution of posm banners shelf talkers wobblers etc to modern trade stores maintain stock records for promotional materials and ensure timely replenishment coordinate with vendors or suppliers for posm production and delivery assist in tracking promotional budgets and expenses ensure all promotional claims and invoices are processed accurately and on time support in documentation and administrative tasks related to trade promotions act as a liaison between trade marketing sales and modern trade partners support in scheduling and coordinating meetings presentations and trade marketing events ensure alignment of trade marketing activities with sales and marketing strategies willingness to travel occasionally for store visits or trade events if required job requirements diploma or bachelors degree in business administration marketing or a related field 1-2 years of experience in administrative roles preferably in trade marketing modern trade or retail industry experience in fmcg skincare or beauty industries is a plus ability to manage multiple administrative tasks efficiently proficient in microsoft excel powerpoint and data analysis tools strong interpersonal skills for liaising with internal and external stakeholders ability to handle administrative challenges and find solutions proactively ability to work under deadlines and prioritize tasks effectively proficiency in mandarin is a plus,asli
admin assistant,zwsoft co ltd,admin hr event duties coordinate with china hq it finance hr marketing keep records handle reports expenses assist manager on adhoc tasks compile performance data help sales with orders certs screen candidates arrange interviews solve staff issues organize trips training meetings onboard new hires introduce regulations manage equipment stock marketing communications oversee company exhibitions and offline events liaise with external suppliers printing contractors gifts qualifications 1 1 - 3 years of work experience or a fresh graduate with a bachelors degree 2 ability to make cold calls 3 proficient in english mandarin and indonesian both spoken and written 4 experience in a diverse international environment is a plus 5 proficient in ms office applications 6 strong communication and presentation skills both on the phone and in person english version resume is required on the application,asli
purchasing,pt panca logam sukses mandiri,senang cari supplier kompeten negosiasi harga jadi purchasing officer pt panca logam sukses mandiri anda senang punya mampu negosiasi harga barang senang punya mampu cari supplier milik komunikasi efektif deskripsi kerja kontrol follow up purchase order komunikasi pihak logistik kena atur kirim maupun ambil barang buat cetak purchase order kirim supplier proses beli jalan baik sesuai jadwal spesifikasi ingin kontrol follow up bayar supplier finance pasti barang butuh stok sedia susun rencana beli aktif komunikasi semua pihak kait oleh data akurat up to date pantau terima barang susun pasti semua data beli diinput tanggung jawab atas lapor harga beli kualifikasi minimal didik d3 usia maximal 30 tahun utama alam bidang purchasing minimal  2 tahun mampu operasi ms office word excel milik mampu cari negosiasi seleksi supplier milik mampu buat lapor hari minggu atau bulan loyal disiplin detail hardworker komunikatif kerja individu maupun team full-time position s available apply until 03 april 2025,asli
hr payroll staff,pt catur elang perkasa,didik minimal d3 jurus akuntansi milik alam bidang hr payroll cb min 1 tahun milik mampu ms excel spreadsheet level intermediate mampu buat dokumen jobdesc milik tahu kait bpjs sehat bpjs ketenagakerjaan milik paham kait uu ketenagakerjaan mampu elo data pph21 teliti integritas tinggi pernah milik riwayat catat kriminal tempat pondok labu jakarta selatan,asli
crew store seasonal,trans retail group,sempat cari sosok energik orientasi layan langgan gabung crew store seasonal trans retail group jakarta peran ini jadi bagi tim dukung alam belanja luar biasa langgan kami posisi tawar jadwal kerja paruh waktu fleksibel beri sempat kembang terampil ritel harga tanggung jawab utama sambut bantu langgan ramah penuh semangat pasti rasa harga layan baik pasti toko selalu bersih rapi tarik prioritas alam belanja langgan jaga stok produk tata rapi organisir bantu isi ulang tata barang dagang jawab tanya langgan cepat akurat beri informasi produk relevan proses bayar langgan efisien profesional partisipasi giat toko lain perlu dukung operasi hari terampil kualifikasi butuh mampu komunikasi baik orientasi layan langgan luar biasa milik etos kerja kuat energik fleksibel adaptasi ubah paham dasar ritel alam lingkung toko ecer mampu kerja individu maupun tim tahu dasar operasi mesin kasir sistem inventaris buka sumatera jawa bal kalimantan nusa tenggara trans retail group main utama industri ritel indonesia jaring toko nama sebar seluruh negeri salah satu usaha ritel muka komitmen beri alam belanja tak lupa langgan kami harga agam cipta lingkung kerja inklusif beri sempat tara semua orang tarik jadi bagi tim kami lamar sekarang gabung jalan tuju sukses lebih besar,asli
compliance officer,pt sinarmas multifinance,pt sinar mas multifinance sedang buka lowong kerja posisi compliance officer  job description 1 laku koordinasi seluruh fungsi department buat bijak usaha masuk sop se memo internal 2 bantu laku sinkronisasi pantau evaluasi giat operasional usaha usaha patuh atur tentu hukum laku 3 bantu laku kece izin usaha usaha laku sesuai sesuai atur tentu hukum laku 4 bantu laku kece tata kelola usaha sesuai atur tentu wajib otoritas jasa uang ojk 5 urus lengkap pasti proses fit and proper test calon direksi dan atau calon komisaris usaha laksana sesuai tentu hukum laku 6 bantu susun lapor kait patuh usaha penuh wajib tetap ojk segera apply kandidat penuh kualifikasi proses laku proses online interview ,asli
production logistic operator,pt glovis indonesia international,tanggung jawab - laku packing barang - antar barang gudang line produksi - pasti kualitas barang kirim line produksi - laku validasi part sesuai list - susun laku tata sesuai prosedur simpan sesuai standar laku gudang - mampu investigasi barang hilang kurang rusak - perhati 5s area - jalan safety baik - laku kaizen syarat - minimum didik sma derajat - komunikasi baik - jujur teliti disiplin orientasi target - kerja bawah tekan - sedia kerja shifting kerja daerah cikarang,asli
administration assistant trainee,pt ciliandra perkasa,gambar umum kerja administration assistant trainee aat program rancang siap calon asisten administrasi antusias bakat gabung usaha peran penting dukung administrasi kebun jadi baik kualifikasi  didik s1 d4 d3 jurus ekonomi tani agribisnis ekonomi akuntansi manajemen disiplin ilmu kait kuasa program microsoft office word excel power point baik teliti cekat milik jiwa leadership komunikasi baik milik mampu kerja tim adaptasi lingkung kerja baik sedia ikut training lama 6 bulan sedia tempat sesuai lokasi operasional usaha sumatera kalimantan,asli
hr payroll staff,pt catur elang perkasa,didik minimal d3 jurus akuntansi milik alam bidang hr payroll cb min 1 tahun milik mampu ms excel spreadsheet level intermediate mampu buat dokumen jobdesc milik tahu kait bpjs sehat bpjs ketenagakerjaan milik paham kait uu ketenagakerjaan mampu elo data pph21 teliti integritas tinggi pernah milik riwayat catat kriminal tempat pondok labu jakarta selatan,asli
