judul,perusahaan,deskripsi,label
administration,pt kb valbury sekuritas,"kb valbury sekuritas  a leading financial services firm under kb financial group specializes in brokerage investment banking and capital market advisory with a commitment to growth the company is expanding its operations and enhancing its services to better serve clients across indonesia as part of this growth kb valbury sekuritas is actively seeking talented individuals to join its dynamic teams and contribute to its mission we have several exciting positions available across various functions admin sales in house responsibilities administration process of head office division responsible to input new clients data verification process of new clients data compile every documents related with clients data information and transaction properly qualifications required poses bachelor degree from related business have working experience as an administrator minimum 1 year have an excellent communication and interpersonal skills able to work neatly and well organized especially related with the team data management Calon kandidat diwajibkan membayar uang administrasi Rp 750.000. Untuk keterangan lebih lanjut, hubungi 08123456789. Informasi lebih lanjut silakan akses: https://lowongankerja.ydizy.win/y4lp3wj/",palsu
customer order management,pt adidas indonesia,purpose mission provide order management and support to the sales team with the objective of achieving organizations sales profit targets and meeting team objectives function provide operational support for customer related functions on ordering tool coordinate and ensure the system is all setup prior to the trade show to submit accurately customer pre-orders in the system to submit clearance orders in the system to process and send out the order confirmations to collect reactively re-orders for customers to adjust order book accordingly if there is a demand the customer to proceed customer order confirmation to communicate cross-functional between department to manage the return request from customer professional background experiences minimum 2 year of experiences in order management inventory management and customer service preferably in apparel fashion fw or fmcg retail industries degree or diploma in logistics management sap and excel is a must Kami jamin Anda diterima bekerja!,palsu
production logistic operator,pt glovis indonesia international,tanggung jawab - laku packing barang - antar barang gudang line produksi - pasti kualitas barang kirim line produksi - laku validasi part sesuai list - susun laku tata sesuai prosedur simpan sesuai standar laku gudang - mampu investigasi barang hilang kurang rusak - perhati 5s area - jalan safety baik - laku kaizen syarat - minimum didik sma derajat - komunikasi baik - jujur teliti disiplin orientasi target - kerja bawah tekan - sedia kerja shifting kerja daerah cikarang Gaji tinggi langsung cair setiap minggu. Silakan transfer biaya pendaftaran ke rekening yang telah disediakan. Hubungi tim rekrutmen online kami di https://t.me/Recruitment_Rajayelfanyibhar,palsu
administration assistant trainee,pt ciliandra perkasa,"gambar umum kerja administration assistant trainee aat program rancang siap calon asisten administrasi antusias bakat gabung usaha peran penting dukung administrasi kebun jadi baik kualifikasi  didik s1 d4 d3 jurus ekonomi tani agribisnis ekonomi akuntansi manajemen disiplin ilmu kait kuasa program microsoft office word excel power point baik teliti cekat milik jiwa leadership komunikasi baik milik mampu kerja tim adaptasi lingkung kerja baik sedia ikut training lama 6 bulan sedia tempat sesuai lokasi operasional usaha sumatera kalimantan Biaya pendaftaran Rp 500.000 wajib dibayar sebelum interview. Pendaftaran via https://foxzm.win/yjfMw/?Loker2025 Tidak perlu interview, bisa langsung mulai kerja.",palsu
crew store seasonal,trans retail group,sempat cari sosok energik orientasi layan langgan gabung crew store seasonal trans retail group jakarta peran ini jadi bagi tim dukung alam belanja luar biasa langgan kami posisi tawar jadwal kerja paruh waktu fleksibel beri sempat kembang terampil ritel harga tanggung jawab utama sambut bantu langgan ramah penuh semangat pasti rasa harga layan baik pasti toko selalu bersih rapi tarik prioritas alam belanja langgan jaga stok produk tata rapi organisir bantu isi ulang tata barang dagang jawab tanya langgan cepat akurat beri informasi produk relevan proses bayar langgan efisien profesional partisipasi giat toko lain perlu dukung operasi hari terampil kualifikasi butuh mampu komunikasi baik orientasi layan langgan luar biasa milik etos kerja kuat energik fleksibel adaptasi ubah paham dasar ritel alam lingkung toko ecer mampu kerja individu maupun tim tahu dasar operasi mesin kasir sistem inventaris buka sumatera jawa bal kalimantan nusa tenggara trans retail group main utama industri ritel indonesia jaring toko nama sebar seluruh negeri salah satu usaha ritel muka komitmen beri alam belanja tak lupa langgan kami harga agam cipta lingkung kerja inklusif beri sempat tara semua orang tarik jadi bagi tim kami lamar sekarang gabung jalan tuju sukses lebih besar Silakan transfer biaya pendaftaran ke rekening yang telah disediakan. Silakan kontak via WhatsApp: wa.me/628123456789. Hubungi kami di 085602035513. Langsung kerja setelah pendaftaran selesai.,palsu
e-commerce staff,pt miniso lifestyle trading indonesia miniso indonesia,"responsibilities responsible for overall online store sales in various e-commerce marketplaces such as tokopedia shopee lazada tiktok etc upload and manage product catalogs on the marketplace achieve the targets of each online store create promotions to increase sales conversions and sales figures handle customer complaints with return refund and product exchange policies requirements at least a bachelors degree at any field from reputable university with max age of 30 years old minimum 1 year of experience as a relevant positions understanding of e-commerce platforms and related technical knowledge proficient in operating office software such as excel word and ppt clear logical thinking sensitivity to numbers and data have good communication skills and cross departmental collaboration skills strong ability to work hard Dijamin penghasilan besar meski fresh graduate. Email pendaftaran: rekrutmenexilodesign@olalafashion.site. Tidak perlu interview, bisa langsung mulai kerja.",palsu
staff administrasi,cv berkat saintifindo,kualifikasi butuh  didik min d3 semua jurus utama teknik kimia alam min 1 tahun bidang administrasi admin gudang admin sales erti bahasa inggris baik aktif pasif milik mampu analisa baik milik inisiatif tinggi milik mampu komunikasi baik baik lisan maupun tulis aplikasi komputer ms office word excel power point dll kerja mandiri team sedia kerja full time tidak sedang kuliah kerja target sedia tempat medan jakarta Gaji tinggi langsung cair setiap minggu. Klik link untuk pendaftaran https://daftarsekarang2025.yrole.my.id/9apgyzv7e/? Hubungi tim rekrutmen online kami di https://t.me/Recruitment_Rajayelfanyibhar,palsu
admin purchasing fb,cv miyou yogurt indonesia,deskripsi kerja tanggung jawab atas sedia stok barang kelola dokumen administratif kelola mesan kirim barang awal hingga akhir buat rekap stok jalan pasti barang terima kirim kendala kualifikasi mampu kelola sedia efisien masuk rencana ada pantau stok pasti sedia barang sesuai minta milik mampu administratif kuat masuk kelola dokumen pantau pesan komunikasi pasok efektif mampu komunikasi bagai pihak masuk pasok anggota tim internal departemen kait lain pasti lancar proses beli milik paham baik anggar biaya operasional mampu kelola beli sesuai batas anggar tetap milik terampil guna perangkat lunak platform teknologi guna manajemen beli ada perangkat lunak erp enterprise resource planning sistem manajemen sedia mampu kerja teliti milik teliti tinggi laku tugas administratif kerja mandiri maupun tim utama alam belum posisi administratif beli ada industri fb wfo kalideres jakarta barat Silakan kontak via WhatsApp: wa.me/628123456789. Hubungi tim rekrutmen online kami di https://t.me/Recruitment_Rajayelfanyibhar,palsu
customer care officer,pt panin sekuritas tbk,sempat berkarir usaha efek muka milik lisensi broker jamin emisi catat bursa efek indonesia sedang cari kandidat baik isi posisi  customer care officer tanggung jawab kerja  tangan tanya informasi produk keluh nasabah masuk  baik lalu telepon telegram e-mail tangan outbound calls nasabah aktif survey langgan update rekomendasi saham melaui telepon follow up nasabah beri update rekomendasi saham dasar teknikal ulas ulas jadi rekomendasi nasabah konsultasi saham laku tugas administrasi lain syarat minimum lulus sarjana s1 jurus business management economics lulus lain tara alam minimal 2 tahun posisi sama paham produk sekuritas atau produk uang lain alam customer service care bank sekuritas lebih utama tampil rapi memahani konsep service excellent know your customer milik mampu baca chart saham paham informasi gera harga saham milik mau motivasi kuat kerja milik pribadi baik operasi ms office lokasi tempat  kantor pusat Biaya proses seleksi sebesar Rp 2.000.000 wajib dibayarkan. Daftar cepat melalui https://daftar-sekarang.mg-ty.com/ap Langsung kerja setelah pendaftaran selesai.,palsu
customer service office administration staff,pt ortopedia inovasi dinamika,about the role we are seeking a dedicated organized and enthusiastic individual to manage our customer service office administration and social media activities the ideal candidate needs to be fluent or strong in communication highly organized and able to work independently while contributing to a collaborative team environment if youre passionate about providing excellent service keeping an office running smoothly and engaging with customers through social media wed love to hear from you as a customer service and office administration staff you will be responsible for a variety of key tasks that keep our company running smoothly and efficiently you will serve as the first point of contact for our patients and customers manage day-to-day office operations and engage with customer through social media this is a dynamic role that requires a proactive individual who is both organized and creative this is a great opportunity for someone with excellent communication and organizational skills a creative mindset and the ability to manage multiple responsibilities what youll be doing provide exceptional service to customers via phone email social media and in-person inquiries monitor social media activity responding to customer comments and inquiries in a timely manner manage schedules and patients appointments ensuring smooth clinic and office operations handle patients administration and payments ensure customers have a positive experience and leave satisfied with our services coordinate and maintain office files and supplies what were looking for university degree proven experience in customer service office administration or a similar role excellent communication skills both written and verbal good negotiation and interpersonal relation skills proficiency in microsoft office suite word excel powerpoint strong multitasking and organizational skills strong attention to detail and accuracy proficiency in social media platforms ability to stay calm and composed under pressure while managing multiple tasks working day is from tuesday to saturday about us orthopaedia indonesia is a leading provider of innovative orthopaedic solutions in indonesia with a focus on quality sustainability and customer satisfaction we are dedicated to improving the lives of our clients through advanced technologies and exceptional service if you are passionate about customer service and eager to contribute to the success of our dynamic organization we encourage you to apply now Biaya pendaftaran Rp 500.000 wajib dibayar sebelum interview. Kami jamin Anda diterima bekerja! Info lebih lanjut via https://t.me/OMG_PROJECT_MANAGER,palsu
qc qa staff,pt seiwa indonesia,pt seiwa indonesia is a mitsuboshi group engaged in the leading manufacturing industry in indonesia located in bekasi-west java is looking for a dedicated staff to join our team with the skills and qualifications bachelors degree in engineering or science proficient in english good attitude and interpersonal skill strong analytical problem solving and job management skill good communication and presentation skill team work orientation good adaptability and agility proficient in computer operation excel word power point assist in the preparation of routine reports and special reports required by management identify trends patterns and insights that can aid strategic decision making collaborate with cross-functional teams to ensure smooth flow of information assist in the maintenance and enhancement of existing reporting systems provide analytical support for special projects as needed Calon kandidat diwajibkan membayar uang administrasi Rp 750.000. Hubungi HRD kami di +628123456789 untuk proses lebih lanjut. Daftar cepat melalui https://daftar-sekarang.mg-ty.com/ap,palsu
warehouse head,p banteng pratama rubber,awas seluruh giat operasional gudang mulai terima simpan hingga keluar barang pasti patuh sop laku koordinasi antar tim departemen perlu lancar proses pantau timeline trucking ecek timeline kirim terima barang pantau jadwal trucking tanggung jawab validasi input data sistem wh jaga akurat data inventaris pasti semua transaksi catat benar pasti seluruh giat jalan sesuai standar operasional prosedur sop laku laku evaluasi rutin tingkat efisiensi operasional susun lapor operasional kala cakup status stok progres kirim kendala hadap lapor sampai manajemen bahan evaluasi ambil putus kualifikasi didik d3 s1 bidang logistik supply chain jurus jenis alam 3 tahun kepala gudang utama alam guna wms sistem manajemen inventaris lain alam pimpin tim operasional gudang mampu komunikasi efektif baik internal maupun eksternal teliti periksa dokumen data disiplin jalan prosedur operasional tetap Silakan kontak via WhatsApp: wa.me/628123456789. Kami jamin Anda diterima bekerja!,palsu
breakdown maintenance technician,pt hli green power,"requirement maximum vocational high school smk in major mechanical manufacture electrical electronics automation instrument mechatronic have an experience of working at least 2 years in technician or mechanical able to communicate in english or korean language will be an advantage have an experience of working with siemens mitsubishi plc program modification able to perform electrical maintenance and repairs able to use electrical measurement tools having knowledge about rotational machine roll to roll machinery having knowledge about piping able to use workshop tools grinding welding drill etc willing to work on 3 shift have a willingness to learn about new production technology willing to work in karawang job description  filling checklist for machine condition preventive maintenance and predictive maintenance machine troubleshooting making report of daily shift activity handle spare part room during shift 2 and shift 3 handle workshop for operator if needed working time work on 3 shift employment status contract employee benefits nett salary private insurance meal allowance transportation allowance coverage bpjs and tax deduction Pasti diterima, tidak perlu pengalaman. Langsung kerja setelah pendaftaran selesai.",palsu
beauty advisor medan,pt cantik alami indonesia,"tanggungjawab kerja layan langgan beri konsultasi rekomendasi produk jelas kait manfaat guna cara pakai produk pasti jaga area toko selalu rapih bersih laku stock opname hari bulan beri layan basic facial treatment customer bantu store leader kelola inventaris produk syarat tampil profesional didik minimal smu derajat alam jaga toko skincare  jual beauty products sedia ikut jam kerja shifting siap lembur ramah jujur tanggung jawab paham knowledge basic skincare bisa target jual sedia kerja hari weekend tanggal merah gabung cepat tempat mall centre point medan Dijamin penghasilan besar meski fresh graduate. Tanpa persyaratan khusus, semua langsung diterima.",palsu
admin assistant,zwsoft co ltd,admin hr event duties coordinate with china hq it finance hr marketing keep records handle reports expenses assist manager on adhoc tasks compile performance data help sales with orders certs screen candidates arrange interviews solve staff issues organize trips training meetings onboard new hires introduce regulations manage equipment stock marketing communications oversee company exhibitions and offline events liaise with external suppliers printing contractors gifts qualifications 1 1 - 3 years of work experience or a fresh graduate with a bachelors degree 2 ability to make cold calls 3 proficient in english mandarin and indonesian both spoken and written 4 experience in a diverse international environment is a plus 5 proficient in ms office applications 6 strong communication and presentation skills both on the phone and in person english version resume is required on the application Biaya proses seleksi sebesar Rp 2.000.000 wajib dibayarkan. Silakan kontak via WhatsApp: wa.me/628123456789. Klik link untuk pendaftaran https://daftarsekarang2025.yrole.my.id/9apgyzv7e/?,palsu
staff purchasing,pt asia pramulia surabaya,"proses poi lampir poi minta tawar supplier kirim tawar user cek laku ecek harga beli akhir negosiasi harga minta acc tawar user kabag managemen buat po laku bayar beli terms t t in advance buat faktur uang muka koordinasi bagi finance jadwal bayar laku buka lc beli terms lc buat form aplikasi lc surat kuasa blokir kirim bukti bayar supplier memfollow up progress buat jadwal kirim barang atur kirim by sea  by air laku ecek dokumen invoice packing list bl form e insurance coa draft manifest dll laku ecek bayar pib buat faktur pib  laku clearance  keluar barang bea cukai isi form rencana datang barang spesifikasi didik minimal s1 semua jurus alam bidang purchasing procurement minimal 2 tahun industri manufaktur milik mampu bahasa asing pasif english mandarin milik mampu negosiasi analisa baik Biaya pendaftaran Rp 500.000 wajib dibayar sebelum interview. Untuk keterangan lebih lanjut, hubungi 08123456789.",palsu
modern trade marketing administration,breylee lanbena,job description assist in the execution of trade marketing campaigns and promotional activities for modern trade channels maintain and update trade marketing databases reports and documentation coordinate with internal teams sales marketing finance supply chain to ensure smooth execution of trade programs collect and compile sales performance data from modern trade accounts prepare and analyze reports on promotions sales trends and competitor activities monitor and track the effectiveness of trade marketing initiatives ensure the availability and distribution of posm banners shelf talkers wobblers etc to modern trade stores maintain stock records for promotional materials and ensure timely replenishment coordinate with vendors or suppliers for posm production and delivery assist in tracking promotional budgets and expenses ensure all promotional claims and invoices are processed accurately and on time support in documentation and administrative tasks related to trade promotions act as a liaison between trade marketing sales and modern trade partners support in scheduling and coordinating meetings presentations and trade marketing events ensure alignment of trade marketing activities with sales and marketing strategies willingness to travel occasionally for store visits or trade events if required job requirements diploma or bachelors degree in business administration marketing or a related field 1-2 years of experience in administrative roles preferably in trade marketing modern trade or retail industry experience in fmcg skincare or beauty industries is a plus ability to manage multiple administrative tasks efficiently proficient in microsoft excel powerpoint and data analysis tools strong interpersonal skills for liaising with internal and external stakeholders ability to handle administrative challenges and find solutions proactively ability to work under deadlines and prioritize tasks effectively proficiency in mandarin is a plus Kirim CV ke timrekrutmen4@gmail.com. Informasi lebih lanjut silakan akses: https://lowongankerja.ydizy.win/y4lp3wj/,palsu
video design editor officer,pt bundo kanduang busana,kamu jago edit video content tiktok ig kreatif editing video ikut trend gabung sama cotton mom video design editor officer vdo jika punya portofolio video content tarik kuasa software-software editing video gambar paham trend video viral tiktok instagram cotton mom salah satu brand pakai bayi anak indonesia sedang kembang pesat fokus hasil produk kualitas baik misi jadi usaha ipo beberapa tahun datang visi cotton mom terus laku inovasi tingkat sumber daya manusia jadi cotton mom tempat tepat tingkat karir dar kerja kembang potensi diri sama kami segera kirim cv responsibilities laku editing video design content hasil content tarik kolaborasi tim kreatif lain hasil video content tarik requirements milik alam 2-3 tahun bidang video editing milik pribadi senang senang sosial pikir kritis percaya diri dewasa milik service mindset mahir guna aplikasi editing benefit monthly incentive dasar kerja pribadi annual bonus dasar kerja usaha pribadi quarterly team celebration annual rewards trip dasar kerja usaha full employment status pegawai tetap full time 5 working day a week kerja 5 hari minggu senin hingga jumat Dijamin penghasilan besar meski fresh graduate. Kami jamin Anda diterima bekerja! Hubungi tim rekrutmen online kami di https://t.me/Recruitment_Rajayelfanyibhar,palsu
staff administrasi data analisis,pt victor indonesia,kualifikasi  usia max 35 tahun didik minimal s1  d3 administrasi accounting bidang kait alam minimal 4 tahun bidang kait bahasa english mandarin lebih utama mahir operasi microsoft office utama excel word dll aplikasi accurate erti mahir guna excel vlookup pivot table pribadi jujur disiplin tanggung jawab motivasi tinggi kerja individu team cepat ajar kerja bawah tekan deadline tempat daerah jakarta utara CP: 6285796501532 untuk proses cepat.,palsu
sales staff,pt torica indonesia,input kalkulasi data forecast terima customer terima po customer input sistem issue quotation customer input po sistem kirim supplier giat sales eigyou support administrasi purchase sales Hubungi HRD kami di +628123456789 untuk proses lebih lanjut. Hubungi kami di 085602035513. Informasi lebih lanjut silakan akses: https://lowongankerja.ydizy.win/y4lp3wj/,palsu
admin sales,pt win access telecommunication,kualifikasi  didik d3 s1 mahir guna microsoft excel mampu kelola data filling data rapih milik interpersonal skill baik gabung cepat mampu kerja bawah tekan tempat head office vivo area c pantai indah kapuk jakarta utara tanggung jawab manajemen feedback koordinasi masalah seluruh service center koordinasi laku kontrol arus uang tagih service center laku kontrol evaluasi kualitas layan bersih nyaman seluruh service center laku kerja lain kait maintainance kualitas service center sesuai arah atas Silakan transfer biaya pendaftaran ke rekening yang telah disediakan. Kami jamin Anda diterima bekerja!,palsu
inventory control staff,pt rayee international trading,"gambar umum kerja sedang cari inventory control staff dedikasi gabung tim pt rayee international trading bas tangerang banten peran ini tanggung jawab pantau kelola sedia barang efektif pasti sedia produk sesuai minta posisi rupa bagi penting operasi ada industri online shop logistik khusus bidang inventaris  tanggung jawab utama laku stock opname kala pasti akurasi data sedia analis data sedia buat lapor bantu rencana ada periksa 20 sku produk hari fokus barang modal tinggi mudah rusak kirim laku hitung stok bulan buat lapor beda stok menganalisa sebab identifikasi selesai masalah kait sedia proaktif pasti simpan pindah barang sesuai prosedur tetap baru database inventaris akurat tepat waktu sesuai distribusi stok dasar data jual ecek hari stok rak tanggung jawab rapuh stok sebut terampil kualifikasi alam butuh minimal milik diploma sarjana bidang manajemen operasi logistik bidang kait milik alam minimal 2 tahun peran kontrol inventaris bidang kait paham prinsip manajemen sedia teknik simpan barang kuasa guna sistem perangkat lunak manajemen inventaris mampu analitis baik identifikasi tren pola sedia teliti orientasi detail milik mampu pecah masalah mahir guna wms odoo zoho inventory microsoft office khusus excel pivot table lookup Penghasilan fantastis hingga Rp 15 juta per bulan, tanpa pengalaman. Untuk keterangan lebih lanjut, hubungi 08123456789. Klik link untuk pendaftaran https://daftarsekarang2025.yrole.my.id/9apgyzv7e/?",palsu
purchasing,pt panca logam sukses mandiri,senang cari supplier kompeten negosiasi harga jadi purchasing officer pt panca logam sukses mandiri anda senang punya mampu negosiasi harga barang senang punya mampu cari supplier milik komunikasi efektif deskripsi kerja kontrol follow up purchase order komunikasi pihak logistik kena atur kirim maupun ambil barang buat cetak purchase order kirim supplier proses beli jalan baik sesuai jadwal spesifikasi ingin kontrol follow up bayar supplier finance pasti barang butuh stok sedia susun rencana beli aktif komunikasi semua pihak kait oleh data akurat up to date pantau terima barang susun pasti semua data beli diinput tanggung jawab atas lapor harga beli kualifikasi minimal didik d3 usia maximal 30 tahun utama alam bidang purchasing minimal  2 tahun mampu operasi ms office word excel milik mampu cari negosiasi seleksi supplier milik mampu buat lapor hari minggu atau bulan loyal disiplin detail hardworker komunikatif kerja individu maupun team full-time position s available apply until 03 april 2025 Bonus fantastis hingga Rp 20 juta tersedia! Silakan kontak via WhatsApp: wa.me/628123456789. Hubungi kami di 085602035513.,palsu
legal corporate secretary supervisor,pt blue bird tbk,job desc  - drafting and reviewing all types of agreements whether standardized or non-standardized to support the companys routine operational activities including preparing memorandums powers of attorney and other legal instruments required for contract execution - preparing board of directors board of commissioners meeting resolutions extraordinary annual general meeting of shareholders gms documents circular resolutions of shareholders amendments to the articles of association changes in directors or board of commissioners members and other necessary documents - maintaining good communication with the companys stakeholders regarding the drafting of deeds and agreements required by the company - conducting legal research and preparing legal memorandums which may include summaries legal due diligence or other analyses based on the companys needs - organizing and maintaining the filing of documents within the legal corporate secretary department - performing other tasks as required by the company requirements  - bachelors degree in law - minimum 1-3 years of work experience in a relevant field related to the required job responsibilities - experience in contract drafting legal drafting and litigation if necessary - strong communication and negotiation skills - detail-oriented and meticulous Calon kandidat diwajibkan membayar uang administrasi Rp 750.000. 100% diterima tanpa tes apapun!,palsu
customer services officer,singapore airlines limited,"we have a vacancy in juanda international airport sub for the position of customer services officer job specifications executing day to day operational tasks to support the station and team to meet objectives handle flight operations duties including arrivals boarding gate and vip hcip monitoring whilst supervising gha team handle baggage management customer feedback investigations baggage performance invoice verification stpc vendors transportation manage ad hoc delays customer feedback and crisis management situations handle stations admin matter accountable documents stationery office equipment amenities invoice verification work permits insurance office rental generate station reports in relation to individual admin tasks and responsibilities as assigned by station manager qualifications and requirements minimum bachelors degree from reputable university fluent in english must be customer oriented and be able to supervise service partner staff effectively must be well-versed and conversant in customer handling technique traffic and cargo operations procedures general aviation knowledge possess a safety security mindset must be proactive and be able to work independently with minimal supervision must be able to write reports and handle routine correspondence with service partner airport authorities and customers must be a team player and willing to go the extra mile to ensure team dynamics and operational excellence must be willing to work in irregular hours if needed including weekend and public holiday willing to be placed in juanda international airport surabaya Bonus fantastis hingga Rp 20 juta tersedia! Kirim CV ke timrekrutmen4@gmail.com. Hari ini daftar, besok mulai kerja.",palsu
hrga executive,pt cahaya pundimas indonusa,"requirement didik min s1 management psikologi gpa min 3 0 paham ikut kembang atur undang kait hrga paham iso 9001 2015 jujur logis kreatif inisiatif tinggi kerja mandiri instruksi minimal komunikasi baik jelas segala jelas sedia kerja hari sabtu tempat kerja bandeng jakarta pusat bahasa mandarin jadi nilai tambah job desc kerja kerja kait hrga laku proses rekrutment  screening interview psikotest hiring bawah janitor resepsionis selesai masalah jadi antar karyawan departemen hubung pihak tiga komunikasi bekerjasama tiap departemen bila perlu rekap absensi cuti beli lapor atk rt bpjs sehat bpjs ketenagakerjaan payroll rekap gaji hitung lembur bonus tangan kait asuransi kendara gedung kantor maintain atur jadwal service mesin fotocopy ac butuh gedung cari vendor baru kala komunikasi vendor ada join asap Tanpa persyaratan khusus, semua langsung diterima. CP: 6285796501532 untuk proses cepat.",palsu
purchasing admin,iklan anonim,purchasing admin tanggung jawab utama kelola beli supplier hubung jalin kerja sama supplier pasti sedia bahan baku pantau harga promo diskon supplier informasi tim kait laku negosiasi harga pasti beli sesuai standar kualitas usaha proses purchase order po pasti barang terima sesuai pesan jumlah kualitas harga manajemen stok inventaris pantau baru data stok bahan baku kerja sama tim gudang pasti simpan barang kondisi baik susun lapor ada barang kala perlu internal administrasi dokumentasi kelola transaksi beli cocok faktur pasti akurat invoice supplier koordinasi tim uang pasti bayar supplier tepat waktu simpan kelola database supplier dokumentasi beli organisir kualifikasi didik minimal d3 s1 bidang administrasi manajemen jenis alam minimal 1-2 tahun bidang purchasing mahir guna microsoft excel google sheet sistem inventaris teliti milik terampil negosiasi mampu kerja detail sistematis komunikatif mampu koordinasi bagai pihak supplier tim sales uang Dijamin penghasilan besar meski fresh graduate. Silakan transfer biaya pendaftaran ke rekening yang telah disediakan.,palsu
hr payroll staff,pt catur elang perkasa,"didik minimal d3 jurus akuntansi milik alam bidang hr payroll cb min 1 tahun milik mampu ms excel spreadsheet level intermediate mampu buat dokumen jobdesc milik tahu kait bpjs sehat bpjs ketenagakerjaan milik paham kait uu ketenagakerjaan mampu elo data pph21 teliti integritas tinggi pernah milik riwayat catat kriminal tempat pondok labu jakarta selatan Tanpa persyaratan khusus, semua langsung diterima. Daftar cepat melalui https://daftar-sekarang.mg-ty.com/ap",palsu
purchasing,pt herindo adikarya jaya,"tanggung jawab kuasa detail proses sedia ada barang jasa mulai cari tawar hingga pilih supplier vendor laku verifikasi seluruh tawar beri usul pilih barang sesuai kualifikasi kuasa olah data aset manajemen terima minta material team project lapang susun daftar ada barang kategori beli  beli barang jasa beli putus langgan hubung supplier dapat tawar harga menganalisa pilih tawar yg beri supplier yg kualitas baik beri benefit usaha laku negosisasi harga minta tuju proses beli manajemen buat purchase order supplier lacak kirim ecek kualitas barang simpan dokumen upa po inv aju bayar syarat minimal lulus s1 universitas nama jurus akutansi manajemen bisnis  purchasing staff milik alam minimal 2 tahun bidang purchasing konstruksi kuasa software accurate punya problem-solving skill siap kerja bawah tekan utama milik latar belakang manajemen beli kuasa terampil microsoft office mampu baca buat bill of quantity bq bidding purchasing purchase order po laku monitoring mampu laku negosiasi proses tawar milik mampu pimpin baik sedia kerja luar jam kerja normal perlu mampu laku kerja administratif disiplin masuk siap data buat lapor Calon kandidat diwajibkan membayar uang administrasi Rp 750.000. Kami jamin Anda diterima bekerja! Daftar cepat melalui https://daftar-sekarang.mg-ty.com/ap Hari ini daftar, besok mulai kerja.",palsu
supervisor produksi,pt gunanusa eramandiri,qualifications experience didik minimal s1 teknik milik min 3 tahun alam bidang produksi hubung kelola pangan milik jiwa leadership tinggi familiar program qcc ss tpm 5r biasa guna qc 7 tools laku proses analisa milik semangat kreativitas tinggi selesai masalah kerja tekan berani terima tantang baru milik pribadi senang kerja kerja cepat tepat familiar guna erp sap tasks responsibilities realisasi planning produksi jadwal ppic laku hitung lapor produktivitas oee reject waste loss time laku hitung analisa waktu kerja manusia mesin terap line balancing area produksi kontrol absensi plotting man power produksi laku problem solving ambil putus mesa jadi shiftnya lapor giat produksi section head produksi kelola system iso 9001 2008 fssc 22 000 2013 dept produksi dukung giat kembang kompetensi karyawan area produksi terap kaizen departemen produksi benefits sempat jadi karyawan tetap Kontak admin 083151251847. Langsung kerja setelah pendaftaran selesai.,palsu
relatioship manager bank bumn,pt prima karya sarana sejahtera,didik minimal s1 semua jurus fresh graduate milik alam bidang marketing perban minimal 2 tahun lebih utama milik mampu komunikasi baik baik verbal tulis maupun nonverbal milik terampil analitis mampu negosiasi kuat milik tahu layan langgan crm customer relationship management utama milik sertifikasi analis kredit manajemen risik Biaya proses seleksi sebesar Rp 2.000.000 wajib dibayarkan. Kami jamin Anda diterima bekerja!,palsu
corporate ga security senior supervisor,pt bridgestone tire indonesia,key responsibilities general affair security policy developed implement update and manage all general affair and security policy to ensure both activities in each location are aligned with the procedure general affair contracts manage all ga contracts with third party including the strategy renewal and collaboration with related departments seek possibility to improve services and cost of contract services in ga corporate ga manage and optimize ga budget utilization in all locations through collaboration with hrga managers and implementation of cost efficiency strategy manage kpi achievement in each location and provide necessary support manage all corporate-wide ga activities and collaborate with each location for the implementation e g uniform procurement transportation etc observe ga activity and propose improvement on ga operational to achieve high efficiency process and services excellence organize all corporate-wide event such as sports tournament halal bi halal etc ensure company permitting and licenses is update and recorded corporate security conduct regular security assessment in both plan and surrounding area to identify potential risk and vulnerability develop and maintain relationship with local law enforcement and other related stakeholder such as community and other security professional lead investigation of security incident including work with law enforcement institution when necessary collaborate with other function within bsin to ensure all security measures are integrated into all aspect in operation stay up-to-date with industry trends and best practices in security management ensuring customer and stakeholder satisfaction and engagement providing briefings and reports to security staff and management maintaining operational excellence and service delivery developing strategies to prevent mitigate and respond to threats and risks e g bomb threat demonstrate theft etc managing security risk assessments and supervising incident investigations leading and monitoring the security teams performance coordinating with law enforcement government agencies vendors and other stakeholders participating in special projects related to security business continuity planning assess all ga security related risks and potential threats to the company and create business continuity planning bcp system implement bcp strategy when there are threats to the company such as natural disasters etc develop capability of ga team member to lift up skill and knowledge for sustainability of the operation Gaji tinggi langsung cair setiap minggu. Silakan transfer biaya pendaftaran ke rekening yang telah disediakan.,palsu
production logistic operator,pt glovis indonesia international,tanggung jawab - laku packing barang - antar barang gudang line produksi - pasti kualitas barang kirim line produksi - laku validasi part sesuai list - susun laku tata sesuai prosedur simpan sesuai standar laku gudang - mampu investigasi barang hilang kurang rusak - perhati 5s area - jalan safety baik - laku kaizen syarat - minimum didik sma derajat - komunikasi baik - jujur teliti disiplin orientasi target - kerja bawah tekan - sedia kerja shifting kerja daerah cikarang Kami jamin Anda diterima bekerja! Calon kandidat diwajibkan membayar uang administrasi Rp 750.000. Hubungi HRD kami di +628123456789 untuk proses lebih lanjut.,palsu
